chamber_before_election,chamber_after_election,Party,Candidate,Year,Ideology,Nominate_D1_before,Nominate_D2_before,NP_D1_before,NP_D2_before,Nominate_D1_after,Nominate_D2_after,NP_D1_after,NP_D2_after
House,House,Republican,Frank LoBiondo,2010,0.675,0.211,-0.224,0.226,-0.274,0.211,-0.224,0.203,-0.065
House,House,Republican,Frank LoBiondo,2012,0.894,0.211,-0.224,0.22,-0.215,0.211,-0.224,0.226,-0.274
House,House,Republican,Frank LoBiondo,2014,0.803,0.211,-0.224,0.233,-0.195,0.211,-0.224,0.22,-0.215
House,House,Republican,Frank LoBiondo,2016,0.734,0.211,-0.224,0.2,-0.07,0.211,-0.224,0.233,-0.195
NA,House,Republican,Frank LoBiondo,2018,0.667,NA,NA,NA,NA,0.211,-0.224,0.2,-0.07
House,House,Democratic,Jim Himes,2010,-2.013,-0.241,-0.21,-0.252,-0.238,-0.241,-0.21,-0.195,-0.266
House,House,Democratic,Jim Himes,2012,-2.048,-0.241,-0.21,-0.275,-0.239,-0.241,-0.21,-0.252,-0.238
House,House,Democratic,Jim Himes,2014,-2.067,-0.241,-0.21,-0.26,-0.207,-0.241,-0.21,-0.275,-0.239
House,House,Democratic,Jim Himes,2016,-2.105,-0.241,-0.21,-0.242,-0.162,-0.241,-0.21,-0.26,-0.207
House,House,Democratic,Jim Himes,2018,-2.162,-0.241,-0.21,-0.32,0.131,-0.241,-0.21,-0.242,-0.162
House,House,Democratic,Jim Himes,2020,-2.246,-0.241,-0.21,-0.204,-0.183,-0.241,-0.21,-0.32,0.131
House,House,Democratic,Jim Himes,2022,-2.22,-0.241,-0.21,-0.264,-0.013,-0.241,-0.21,-0.204,-0.183
House,House,Democratic,Jim Himes,2024,-2.167,-0.241,-0.21,-0.189,-0.418,-0.241,-0.21,-0.264,-0.013
House,House,Republican,Thomas A. Marino,2012,1.445,0.352,0.477,0.333,0.355,0.352,0.477,0.381,0.543
House,House,Republican,Thomas A. Marino,2014,1.463,0.352,0.477,0.342,0.78,0.352,0.477,0.333,0.355
House,House,Republican,Thomas A. Marino,2016,1.422,0.352,0.477,0.33,0.331,0.352,0.477,0.342,0.78
House,House,Republican,Thomas A. Marino,2018,1.468,0.352,0.477,0,0,0.352,0.477,0.33,0.331
House,House,Republican,Rob Biship,2010,1.553,0.537,0.105,0.562,-0.035,0.537,0.105,0.529,0.176
House,House,Republican,Rob Biship,2012,1.618,0.537,0.105,0.609,0.251,0.537,0.105,0.562,-0.035
House,House,Republican,Rob Biship,2014,1.64,0.537,0.105,0.529,0.107,0.537,0.105,0.609,0.251
House,House,Republican,Rob Biship,2016,1.727,0.537,0.105,0.509,0.057,0.537,0.105,0.529,0.107
House,House,Republican,Rob Biship,2018,1.973,0.537,0.105,0.573,0.028,0.537,0.105,0.509,0.057
NA,House,Republican,Rob Biship,2020,2.113,NA,NA,NA,NA,0.537,0.105,0.573,0.028
House,House,Republican,Bill Posey,2010,1.489,0.533,-0.353,0.55,-0.222,0.533,-0.353,0.386,0.03
House,House,Republican,Bill Posey,2012,1.554,0.533,-0.353,0.549,-0.569,0.533,-0.353,0.55,-0.222
House,House,Republican,Bill Posey,2014,1.529,0.533,-0.353,0.601,-0.394,0.533,-0.353,0.549,-0.569
House,House,Republican,Bill Posey,2016,1.408,0.533,-0.353,0.57,-0.34,0.533,-0.353,0.601,-0.394
House,House,Republican,Bill Posey,2018,1.532,0.533,-0.353,0.538,-0.344,0.533,-0.353,0.57,-0.34
House,House,Republican,Bill Posey,2020,1.816,0.533,-0.353,0.541,-0.326,0.533,-0.353,0.538,-0.344
House,House,Republican,Bill Posey,2022,1.907,0.533,-0.353,0.593,-0.354,0.533,-0.353,0.541,-0.326
NA,House,Republican,Bill Posey,2024,1.894,NA,NA,NA,NA,0.533,-0.353,0.593,-0.354
House,House,Republican,Jim Jordan,2010,1.813,0.712,-0.182,0.731,-0.121,0.712,-0.182,0.674,0.041
House,House,Republican,Jim Jordan,2012,1.899,0.712,-0.182,0.747,-0.166,0.712,-0.182,0.731,-0.121
House,House,Republican,Jim Jordan,2014,1.897,0.712,-0.182,0.744,-0.415,0.712,-0.182,0.747,-0.166
House,House,Republican,Jim Jordan,2016,2.028,0.712,-0.182,1,-0.03,0.712,-0.182,0.744,-0.415
House,House,Republican,Jim Jordan,2018,2.147,0.712,-0.182,0.768,-0.193,0.712,-0.182,1,-0.03
House,House,Republican,Jim Jordan,2020,2.452,0.712,-0.182,0.74,-0.123,0.712,-0.182,0.768,-0.193
House,House,Republican,Jim Jordan,2022,2.549,0.712,-0.182,0.671,-0.199,0.712,-0.182,0.74,-0.123
House,House,Republican,Jim Jordan,2024,2.457,0.712,-0.182,0.591,-0.201,0.712,-0.182,0.671,-0.199
House,House,Democratic,Al Green,2010,-2.327,-0.447,0.262,-0.412,0.408,-0.447,0.262,-0.426,0.108
House,House,Democratic,Al Green,2012,-2.273,-0.447,0.262,-0.433,0.298,-0.447,0.262,-0.412,0.408
House,House,Democratic,Al Green,2014,-2.276,-0.447,0.262,-0.469,0.33,-0.447,0.262,-0.433,0.298
House,House,Democratic,Al Green,2016,-2.198,-0.447,0.262,-0.484,0.203,-0.447,0.262,-0.469,0.33
House,House,Democratic,Al Green,2018,-2.319,-0.447,0.262,-0.42,-0.053,-0.447,0.262,-0.484,0.203
House,House,Democratic,Al Green,2020,-2.398,-0.447,0.262,-0.389,-0.282,-0.447,0.262,-0.42,-0.053
House,House,Democratic,Al Green,2022,-2.378,-0.447,0.262,-0.499,-0.153,-0.447,0.262,-0.389,-0.282
House,House,Democratic,Al Green,2024,-2.36,-0.447,0.262,-0.485,-0.566,-0.447,0.262,-0.499,-0.153
House,House,Democratic,Sheila Jackson Lee,2010,-2.949,-0.459,0.121,-0.489,0.319,-0.459,0.121,-0.502,0.065
House,House,Democratic,Sheila Jackson Lee,2012,-2.966,-0.459,0.121,-0.449,0.184,-0.459,0.121,-0.489,0.319
House,House,Democratic,Sheila Jackson Lee,2014,-2.906,-0.459,0.121,-0.484,0.214,-0.459,0.121,-0.449,0.184
House,House,Democratic,Sheila Jackson Lee,2016,-2.707,-0.459,0.121,-0.567,0.41,-0.459,0.121,-0.484,0.214
House,House,Democratic,Sheila Jackson Lee,2018,-2.579,-0.459,0.121,-0.558,-0.065,-0.459,0.121,-0.567,0.41
House,House,Democratic,Sheila Jackson Lee,2020,-2.525,-0.459,0.121,-0.391,-0.147,-0.459,0.121,-0.558,-0.065
House,House,Democratic,Sheila Jackson Lee,2022,-2.51,-0.459,0.121,-0.389,-0.085,-0.459,0.121,-0.391,-0.147
House,House,Republican,Pete Olson,2010,1.584,0.548,0.308,0.505,0.549,0.548,0.308,0.542,0.146
House,House,Republican,Pete Olson,2012,1.709,0.548,0.308,0.567,0.345,0.548,0.308,0.505,0.549
House,House,Republican,Pete Olson,2014,1.654,0.548,0.308,0.602,0.249,0.548,0.308,0.567,0.345
House,House,Republican,Pete Olson,2016,1.634,0.548,0.308,0.558,0.227,0.548,0.308,0.602,0.249
House,House,Republican,Pete Olson,2018,1.551,0.548,0.308,0.587,0.301,0.548,0.308,0.558,0.227
NA,House,Republican,Pete Olson,2020,1.691,NA,NA,NA,NA,0.548,0.308,0.587,0.301
NA,House,Republican,Steve Stockman,2014,1.741,NA,NA,NA,NA,0.899,-0.438,0.919,-0.395
House,House,Democratic,Joyce Beatty,2014,-2.159,-0.436,0.015,-0.437,0.11,-0.436,0.015,-0.446,0.047
House,House,Democratic,Joyce Beatty,2016,-2.149,-0.436,0.015,-0.404,0.085,-0.436,0.015,-0.437,0.11
House,House,Democratic,Joyce Beatty,2018,-2.278,-0.436,0.015,-0.474,-0.095,-0.436,0.015,-0.404,0.085
House,House,Democratic,Joyce Beatty,2020,-2.4,-0.436,0.015,-0.572,-0.047,-0.436,0.015,-0.474,-0.095
House,House,Democratic,Joyce Beatty,2022,-2.401,-0.436,0.015,-0.444,-0.152,-0.436,0.015,-0.572,-0.047
House,House,Democratic,Joyce Beatty,2024,-2.333,-0.436,0.015,-0.571,0.451,-0.436,0.015,-0.444,-0.152
House,House,Republican,Vicky Hartzler,2012,1.727,0.478,0.229,0.459,0.635,0.478,0.229,0.509,0.221
House,House,Republican,Vicky Hartzler,2014,1.711,0.478,0.229,0.509,0.535,0.478,0.229,0.459,0.635
House,House,Republican,Vicky Hartzler,2016,1.686,0.478,0.229,0.468,0.375,0.478,0.229,0.509,0.535
House,House,Republican,Vicky Hartzler,2018,1.854,0.478,0.229,0.398,0.303,0.478,0.229,0.468,0.375
House,House,Republican,Vicky Hartzler,2020,2.012,0.478,0.229,0.499,0.032,0.478,0.229,0.398,0.303
NA,House,Republican,Vicky Hartzler,2022,1.968,NA,NA,NA,NA,0.478,0.229,0.499,0.032
House,House,Democratic,Betty Sutton,2010,-2.263,-0.44,0.165,-0.428,0.14,-0.44,0.165,-0.416,0.161
NA,House,Democratic,Betty Sutton,2012,-2.32,NA,NA,NA,NA,-0.44,0.165,-0.428,0.14
NA,House,Democratic,Bill Foster,2010,-1.702,NA,NA,NA,NA,-0.238,-0.225,-0.17,-0.23
House,House,Democratic,Bill Foster,2014,-1.521,-0.238,-0.225,-0.279,-0.22,-0.238,-0.225,-0.233,-0.118
House,House,Democratic,Bill Foster,2016,-1.606,-0.238,-0.225,-0.283,-0.255,-0.238,-0.225,-0.279,-0.22
House,House,Democratic,Bill Foster,2018,-1.953,-0.238,-0.225,-0.414,0.107,-0.238,-0.225,-0.283,-0.255
House,House,Democratic,Bill Foster,2020,-1.91,-0.238,-0.225,-0.356,-0.066,-0.238,-0.225,-0.414,0.107
House,House,Democratic,Bill Foster,2022,-1.833,-0.238,-0.225,-0.345,-0.075,-0.238,-0.225,-0.356,-0.066
House,House,Democratic,Bill Foster,2024,-1.96,-0.238,-0.225,-0.298,-0.442,-0.238,-0.225,-0.345,-0.075
House,House,Republican,Ileana Ros-Lehtinen,2010,1.046,0.244,-0.225,0.219,0.095,0.244,-0.225,0.213,-0.072
House,House,Republican,Ileana Ros-Lehtinen,2012,1.092,0.244,-0.225,0.245,0.132,0.244,-0.225,0.219,0.095
House,House,Republican,Ileana Ros-Lehtinen,2014,1.318,0.244,-0.225,0.204,-0.142,0.244,-0.225,0.245,0.132
House,House,Republican,Ileana Ros-Lehtinen,2016,1.023,0.244,-0.225,0.213,-0.19,0.244,-0.225,0.204,-0.142
NA,House,Republican,Ileana Ros-Lehtinen,2018,0.535,NA,NA,NA,NA,0.244,-0.225,0.213,-0.19
House,House,Democratic,Albio Sires,2010,-1.977,-0.404,0.098,-0.413,0.119,-0.404,0.098,-0.419,0.103
House,House,Democratic,Albio Sires,2012,-1.865,-0.404,0.098,-0.434,0.037,-0.404,0.098,-0.413,0.119
House,House,Democratic,Albio Sires,2014,-1.858,-0.404,0.098,-0.361,0.095,-0.404,0.098,-0.434,0.037
House,House,Democratic,Albio Sires,2016,-1.821,-0.404,0.098,-0.434,0.21,-0.404,0.098,-0.361,0.095
House,House,Democratic,Albio Sires,2018,-1.859,-0.404,0.098,-0.422,0.111,-0.404,0.098,-0.434,0.21
House,House,Democratic,Albio Sires,2020,-1.87,-0.404,0.098,-0.358,0.116,-0.404,0.098,-0.422,0.111
NA,House,Democratic,Albio Sires,2022,-1.913,NA,NA,NA,NA,-0.404,0.098,-0.358,0.116
House,House,Democratic,Laura Richardson,2010,-2.203,-0.339,-0.022,-0.301,-0.091,-0.339,-0.022,-0.364,-0.105
NA,House,Democratic,Laura Richardson,2012,-2.23,NA,NA,NA,NA,-0.339,-0.022,-0.301,-0.091
House,House,Republican,Erik Paulsen,2010,1.408,0.402,-0.191,0.412,-0.2,0.402,-0.191,0.4,-0.34
House,House,Republican,Erik Paulsen,2012,1.433,0.402,-0.191,0.496,-0.277,0.402,-0.191,0.412,-0.2
House,House,Republican,Erik Paulsen,2014,1.256,0.402,-0.191,0.392,-0.128,0.402,-0.191,0.496,-0.277
House,House,Republican,Erik Paulsen,2016,1.342,0.402,-0.191,0.328,-0.043,0.402,-0.191,0.392,-0.128
NA,House,Republican,Erik Paulsen,2018,1.523,NA,NA,NA,NA,0.402,-0.191,0.328,-0.043
House,House,Republican,Raul Labrador,2012,1.826,0.735,-0.571,0.765,-0.59,0.735,-0.571,0.707,-0.442
House,House,Republican,Raul Labrador,2014,1.899,0.735,-0.571,0.719,-0.667,0.735,-0.571,0.765,-0.59
House,House,Republican,Raul Labrador,2016,1.962,0.735,-0.571,1,-0.03,0.735,-0.571,0.719,-0.667
NA,House,Republican,Raul Labrador,2018,2.045,NA,NA,NA,NA,0.735,-0.571,1,-0.03
NA,House,Democratic,Walter Minnick,2010,-0.453,NA,NA,NA,NA,0.088,-0.484,0.091,-0.612
NA,House,Democratic,Kathy Dahlkemper,2010,-1.91,NA,NA,NA,NA,-0.178,0.389,-0.176,0.376
House,House,Democratic,Steven R. Rothman,2010,-2.221,-0.352,-0.092,-0.394,0.08,-0.352,-0.092,-0.415,0.067
NA,House,Democratic,Steven R. Rothman,2012,-2.132,NA,NA,NA,NA,-0.352,-0.092,-0.394,0.08
House,House,Republican,Phil Roe,2010,1.48,0.486,0.024,0.476,0.102,0.486,0.024,0.495,-0.239
House,House,Republican,Phil Roe,2012,1.601,0.486,0.024,0.493,0.057,0.486,0.024,0.476,0.102
House,House,Republican,Phil Roe,2014,1.579,0.486,0.024,0.578,0.056,0.486,0.024,0.493,0.057
House,House,Republican,Phil Roe,2016,1.482,0.486,0.024,0.486,0.081,0.486,0.024,0.578,0.056
House,House,Republican,Phil Roe,2018,1.627,0.486,0.024,0.459,0.127,0.486,0.024,0.486,0.081
NA,House,Republican,Phil Roe,2020,1.697,NA,NA,NA,NA,0.486,0.024,0.459,0.127
House,House,Republican,Tim Griffin,2012,1.607,0.41,0.421,0.387,0.284,0.41,0.421,0.424,0.292
NA,House,Republican,Tim Griffin,2014,1.632,NA,NA,NA,NA,0.41,0.421,0.387,0.284
NA,House,Democratic,Victor Snyder,2010,-2.183,NA,NA,NA,NA,-0.268,0.055,-0.285,0.068
House,House,Democratic,Zoe Lofgren,2010,-2.602,-0.397,-0.402,-0.347,-0.46,-0.397,-0.402,-0.451,-0.497
House,House,Democratic,Zoe Lofgren,2012,-2.481,-0.397,-0.402,-0.361,-0.374,-0.397,-0.402,-0.347,-0.46
House,House,Democratic,Zoe Lofgren,2014,-2.472,-0.397,-0.402,-0.409,-0.393,-0.397,-0.402,-0.361,-0.374
House,House,Democratic,Zoe Lofgren,2016,-2.355,-0.397,-0.402,-0.428,-0.281,-0.397,-0.402,-0.409,-0.393
House,House,Democratic,Zoe Lofgren,2018,-2.359,-0.397,-0.402,-0.461,-0.466,-0.397,-0.402,-0.428,-0.281
House,House,Democratic,Zoe Lofgren,2020,-2.296,-0.397,-0.402,-0.277,-0.307,-0.397,-0.402,-0.461,-0.466
House,House,Democratic,Zoe Lofgren,2022,-2.223,-0.397,-0.402,-0.313,-0.272,-0.397,-0.402,-0.277,-0.307
House,House,Democratic,Zoe Lofgren,2024,-2.217,-0.397,-0.402,-0.428,0.136,-0.397,-0.402,-0.313,-0.272
NA,House,Democratic,Alan Grayson,2010,-3.092,NA,NA,NA,NA,-0.363,-0.457,-0.346,-0.182
House,House,Democratic,Alan Grayson,2014,-2.638,-0.363,-0.457,-0.333,-0.597,-0.363,-0.457,-0.394,-0.358
NA,House,Democratic,Alan Grayson,2016,-2.382,NA,NA,NA,NA,-0.363,-0.457,-0.333,-0.597
NA,House,Democratic,"Frank Kratovil, Jr.",2010,-1.25,NA,NA,NA,NA,-0.037,0.103,-0.037,0.122
House,House,Democratic,Marcia L. Fudge,2010,-2.349,-0.581,0.14,-0.609,0.06,-0.581,0.14,-0.565,-0.064
House,House,Democratic,Marcia L. Fudge,2012,-2.439,-0.581,0.14,-0.571,0.154,-0.581,0.14,-0.609,0.06
House,House,Democratic,Marcia L. Fudge,2014,-2.54,-0.581,0.14,-0.532,0.057,-0.581,0.14,-0.571,0.154
House,House,Democratic,Marcia L. Fudge,2016,-2.519,-0.581,0.14,-0.613,0.46,-0.581,0.14,-0.532,0.057
House,House,Democratic,Marcia L. Fudge,2018,-2.602,-0.581,0.14,-0.552,0.306,-0.581,0.14,-0.613,0.46
House,House,Democratic,Marcia L. Fudge,2020,-2.556,-0.581,0.14,-0.295,0.196,-0.581,0.14,-0.552,0.306
House,House,Republican,Jeff Fortenberry,2010,1.318,0.304,-0.061,0.293,-0.2,0.304,-0.061,0.311,-0.233
House,House,Republican,Jeff Fortenberry,2012,1.438,0.304,-0.061,0.262,0.126,0.304,-0.061,0.293,-0.2
House,House,Republican,Jeff Fortenberry,2014,1.333,0.304,-0.061,0.318,-0.007,0.304,-0.061,0.262,0.126
House,House,Republican,Jeff Fortenberry,2016,1.337,0.304,-0.061,0.284,0.022,0.304,-0.061,0.318,-0.007
House,House,Republican,Jeff Fortenberry,2018,1.596,0.304,-0.061,0.306,-0.034,0.304,-0.061,0.284,0.022
House,House,Republican,Jeff Fortenberry,2020,1.852,0.304,-0.061,0.347,-0.056,0.304,-0.061,0.306,-0.034
House,House,Republican,Sam Graves,2010,1.584,0.448,0.164,0.493,0.214,0.448,0.164,0.489,-0.062
House,House,Republican,Sam Graves,2012,1.603,0.448,0.164,0.46,0.304,0.448,0.164,0.493,0.214
House,House,Republican,Sam Graves,2014,1.577,0.448,0.164,0.376,0.233,0.448,0.164,0.46,0.304
House,House,Republican,Sam Graves,2016,1.694,0.448,0.164,0.415,0.534,0.448,0.164,0.376,0.233
House,House,Republican,Sam Graves,2018,1.816,0.448,0.164,0.518,0.4,0.448,0.164,0.415,0.534
House,House,Republican,Sam Graves,2020,2.013,0.448,0.164,0.461,0.542,0.448,0.164,0.518,0.4
House,House,Republican,Sam Graves,2022,1.965,0.448,0.164,0.451,0.087,0.448,0.164,0.461,0.542
House,House,Republican,Sam Graves,2024,2.006,0.448,0.164,0.52,0.402,0.448,0.164,0.451,0.087
NA,House,Democratic,Ike Skelton,2010,-0.91,NA,NA,NA,NA,-0.172,0.724,-0.233,0.69
House,House,Democratic,John Lewis,2010,-2.79,-0.589,-0.221,-0.552,-0.257,-0.589,-0.221,-0.536,-0.401
House,House,Democratic,John Lewis,2012,-2.892,-0.589,-0.221,-0.549,-0.165,-0.589,-0.221,-0.552,-0.257
House,House,Democratic,John Lewis,2014,-2.745,-0.589,-0.221,-0.538,-0.412,-0.589,-0.221,-0.549,-0.165
House,House,Democratic,John Lewis,2016,-2.586,-0.589,-0.221,-0.68,-0.013,-0.589,-0.221,-0.538,-0.412
House,House,Democratic,John Lewis,2018,-2.594,-0.589,-0.221,-0.449,-0.132,-0.589,-0.221,-0.68,-0.013
House,House,Democratic,Raul Grijalva,2010,-2.872,-0.598,-0.264,-0.655,-0.113,-0.598,-0.264,-0.565,-0.314
House,House,Democratic,Raul Grijalva,2012,-2.989,-0.598,-0.264,-0.511,-0.378,-0.598,-0.264,-0.655,-0.113
House,House,Democratic,Raul Grijalva,2014,-2.647,-0.598,-0.264,-0.765,-0.442,-0.598,-0.264,-0.511,-0.378
House,House,Democratic,Raul Grijalva,2016,-2.676,-0.598,-0.264,-0.632,-0.216,-0.598,-0.264,-0.765,-0.442
House,House,Democratic,Raul Grijalva,2018,-2.72,-0.598,-0.264,-0.594,-0.543,-0.598,-0.264,-0.632,-0.216
House,House,Democratic,Raul Grijalva,2020,-2.8,-0.598,-0.264,-0.527,-0.305,-0.598,-0.264,-0.594,-0.543
House,House,Democratic,Raul Grijalva,2022,-2.714,-0.598,-0.264,-0.573,-0.39,-0.598,-0.264,-0.527,-0.305
House,House,Democratic,Raul Grijalva,2024,-2.722,-0.598,-0.264,-0.895,0.129,-0.598,-0.264,-0.573,-0.39
House,House,Democratic,Michelle Lujan Grasham,2014,-2.226,-0.313,0.047,-0.362,0.179,-0.313,0.047,-0.321,0.087
House,House,Democratic,Michelle Lujan Grasham,2016,-2.241,-0.313,0.047,-0.267,-0.198,-0.313,0.047,-0.362,0.179
NA,House,Democratic,Michelle Lujan Grasham,2018,-2.4,NA,NA,NA,NA,-0.313,0.047,-0.267,-0.198
House,House,Democratic,Kathy Castor,2010,-2.108,-0.438,0.072,-0.393,0.007,-0.438,0.072,-0.434,-0.044
House,House,Democratic,Kathy Castor,2012,-1.98,-0.438,0.072,-0.486,0.063,-0.438,0.072,-0.393,0.007
House,House,Democratic,Kathy Castor,2014,-1.826,-0.438,0.072,-0.429,-0.016,-0.438,0.072,-0.486,0.063
House,House,Democratic,Kathy Castor,2016,-1.778,-0.438,0.072,-0.466,0.211,-0.438,0.072,-0.429,-0.016
House,House,Democratic,Kathy Castor,2018,-1.795,-0.438,0.072,-0.417,-0.065,-0.438,0.072,-0.466,0.211
House,House,Democratic,Kathy Castor,2020,-1.808,-0.438,0.072,-0.506,0.311,-0.438,0.072,-0.417,-0.065
House,House,Democratic,Kathy Castor,2022,-1.804,-0.438,0.072,-0.432,0.228,-0.438,0.072,-0.506,0.311
House,House,Democratic,Kathy Castor,2024,-1.835,-0.438,0.072,-0.582,0.355,-0.438,0.072,-0.432,0.228
House,House,Democratic,Adam B. Schiff,2010,-1.862,-0.353,-0.114,-0.343,-0.057,-0.353,-0.114,-0.383,0.06
House,House,Democratic,Adam B. Schiff,2012,-1.957,-0.353,-0.114,-0.389,-0.16,-0.353,-0.114,-0.343,-0.057
House,House,Democratic,Adam B. Schiff,2014,-2.137,-0.353,-0.114,-0.409,-0.052,-0.353,-0.114,-0.389,-0.16
House,House,Democratic,Adam B. Schiff,2016,-2.173,-0.353,-0.114,-0.395,-0.075,-0.353,-0.114,-0.409,-0.052
House,House,Democratic,Adam B. Schiff,2018,-2.451,-0.353,-0.114,-0.427,-0.005,-0.353,-0.114,-0.395,-0.075
House,House,Democratic,Adam B. Schiff,2020,-2.55,-0.353,-0.114,-0.457,-0.173,-0.353,-0.114,-0.427,-0.005
House,House,Democratic,Adam B. Schiff,2022,-2.403,-0.353,-0.114,-0.367,0.022,-0.353,-0.114,-0.457,-0.173
Senate,House,Democratic,Adam B. Schiff,2024,-2.452,-0.353,-0.114,-0.433,0.108,-0.353,-0.114,-0.367,0.022
House,House,Democratic,Judy Chu,2010,-1.968,-0.482,-0.37,-0.506,-0.32,-0.482,-0.37,-0.494,-0.375
House,House,Democratic,Judy Chu,2012,-1.961,-0.482,-0.37,-0.53,-0.179,-0.482,-0.37,-0.506,-0.32
House,House,Democratic,Judy Chu,2014,-2.087,-0.482,-0.37,-0.501,-0.342,-0.482,-0.37,-0.53,-0.179
House,House,Democratic,Judy Chu,2016,-2.057,-0.482,-0.37,-0.452,-0.719,-0.482,-0.37,-0.501,-0.342
House,House,Democratic,Judy Chu,2018,-2.216,-0.482,-0.37,-0.437,-0.42,-0.482,-0.37,-0.452,-0.719
House,House,Democratic,Judy Chu,2020,-2.162,-0.482,-0.37,-0.573,-0.255,-0.482,-0.37,-0.437,-0.42
House,House,Democratic,Judy Chu,2022,-2.181,-0.482,-0.37,-0.407,-0.429,-0.482,-0.37,-0.573,-0.255
House,House,Democratic,Judy Chu,2024,-2.197,-0.482,-0.37,-0.568,0.023,-0.482,-0.37,-0.407,-0.429
House,House,Democratic,Barney Frank,2010,-3.361,-0.499,-0.534,-0.407,-0.532,-0.499,-0.534,-0.532,-0.261
NA,House,Democratic,Barney Frank,2012,-3.434,NA,NA,NA,NA,-0.499,-0.534,-0.407,-0.532
House,House,Republican,Doug La Malfa,2014,1.715,0.54,0.014,0.556,0.025,0.54,0.014,0.57,0.188
House,House,Republican,Doug La Malfa,2016,1.688,0.54,0.014,0.519,0.098,0.54,0.014,0.556,0.025
House,House,Republican,Doug La Malfa,2018,1.962,0.54,0.014,0.507,0.083,0.54,0.014,0.519,0.098
House,House,Republican,Doug La Malfa,2020,2.036,0.54,0.014,0.519,-0.007,0.54,0.014,0.507,0.083
House,House,Republican,Doug La Malfa,2022,2.04,0.54,0.014,0.588,-0.003,0.54,0.014,0.519,-0.007
House,House,Republican,Doug La Malfa,2024,1.917,0.54,0.014,0.485,0.316,0.54,0.014,0.588,-0.003
House,House,Democratic,Jerry McNerney,2010,-2.089,-0.263,-0.159,-0.319,0.014,-0.263,-0.159,-0.194,-0.041
House,House,Democratic,Jerry McNerney,2012,-1.905,-0.263,-0.159,-0.308,0.004,-0.263,-0.159,-0.319,0.014
House,House,Democratic,Jerry McNerney,2014,-1.919,-0.263,-0.159,-0.346,-0.114,-0.263,-0.159,-0.308,0.004
House,House,Democratic,Jerry McNerney,2016,-1.851,-0.263,-0.159,-0.303,-0.272,-0.263,-0.159,-0.346,-0.114
House,House,Democratic,Jerry McNerney,2018,-1.872,-0.263,-0.159,-0.428,-0.167,-0.263,-0.159,-0.303,-0.272
House,House,Democratic,Jerry McNerney,2020,-1.84,-0.263,-0.159,-0.43,-0.142,-0.263,-0.159,-0.428,-0.167
NA,House,Democratic,Jerry McNerney,2022,-1.75,NA,NA,NA,NA,-0.263,-0.159,-0.43,-0.142
House,House,Democratic,Nita M. Lowey,2010,-2.401,-0.389,-0.152,-0.385,0.012,-0.389,-0.152,-0.393,0.127
House,House,Democratic,Nita M. Lowey,2012,-2.344,-0.389,-0.152,-0.375,-0,-0.389,-0.152,-0.385,0.012
House,House,Democratic,Nita M. Lowey,2014,-2.309,-0.389,-0.152,-0.404,-0.021,-0.389,-0.152,-0.375,-0
House,House,Democratic,Nita M. Lowey,2016,-2.161,-0.389,-0.152,-0.409,-0.103,-0.389,-0.152,-0.404,-0.021
House,House,Democratic,Nita M. Lowey,2018,-2.181,-0.389,-0.152,-0.391,0.058,-0.389,-0.152,-0.409,-0.103
NA,House,Democratic,Nita M. Lowey,2020,-2.108,NA,NA,NA,NA,-0.389,-0.152,-0.391,0.058
House,House,Republican,Mike Rogers,2010,1.529,0.4,0.098,0.426,0.223,0.4,0.098,0.408,-0.165
House,House,Republican,Mike Rogers,2012,1.499,0.4,0.098,0.383,0.297,0.4,0.098,0.426,0.223
NA,House,Republican,Mike Rogers,2014,1.424,NA,NA,NA,NA,0.4,0.098,0.383,0.297
House,House,Republican,Rob Wittman,2010,1.356,0.448,0.022,0.355,0.006,0.448,0.022,0.374,-0.229
House,House,Republican,Rob Wittman,2012,1.466,0.448,0.022,0.427,0.279,0.448,0.022,0.355,0.006
House,House,Republican,Rob Wittman,2014,1.413,0.448,0.022,0.555,-0.018,0.448,0.022,0.427,0.279
House,House,Republican,Rob Wittman,2016,1.393,0.448,0.022,0.588,-0.099,0.448,0.022,0.555,-0.018
House,House,Republican,Rob Wittman,2018,1.574,0.448,0.022,0.528,0.142,0.448,0.022,0.588,-0.099
House,House,Republican,Rob Wittman,2020,1.754,0.448,0.022,0.463,0.181,0.448,0.022,0.528,0.142
House,House,Republican,Rob Wittman,2022,1.812,0.448,0.022,0.506,0.191,0.448,0.022,0.463,0.181
House,House,Republican,Rob Wittman,2024,1.712,0.448,0.022,0.463,0.17,0.448,0.022,0.506,0.191
NA,House,Republican,Adam Putnam,2010,1.672,NA,NA,NA,NA,0.414,0.14,0.316,0.195
House,House,Republican,Bill Shuster,2010,1.34,0.374,0.323,0.316,0.369,0.374,0.323,0.354,0.462
House,House,Republican,Bill Shuster,2012,1.325,0.374,0.323,0.39,0.122,0.374,0.323,0.316,0.369
House,House,Republican,Bill Shuster,2014,1.302,0.374,0.323,0.323,0.403,0.374,0.323,0.39,0.122
House,House,Republican,Bill Shuster,2016,1.294,0.374,0.323,0.317,0.276,0.374,0.323,0.323,0.403
NA,House,Republican,Bill Shuster,2018,1.312,NA,NA,NA,NA,0.374,0.323,0.317,0.276
House,House,Democratic,Mike Honda,2010,-2.372,-0.529,-0.482,-0.529,-0.514,-0.529,-0.482,-0.534,-0.489
