state,district,candidate,type,chamber,2006,2007,2008,2009,2010_2012,2010_2014,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unique_Project_ID,bioguide_id,Ran prior to 2019,Notes,Next ID
illinois,17,Randall M. 'Randy' Hultgren,Rep,,,,,,3,,,,3,,,,,,,,,,,1381,H001059,2,,
illinois,16,Randall Olsen,Rep,,,,,,,23,,,,,113,,,,,,,,,1382,,2,,
illinois,14,Randy Hultgren,Rep,House,,,,,54,33,,53,112,36,127,35,152,38,128,,,,,1381,H001059,10,,
illinois,18,Ray LaHood,Rep,,100,27,62,,,,,,,,,,,,,,,,,1383,L000552,3,,
illinois,12,Ray Lenzi,Rep,,,,,,,,,,,,,,,,,,112,,,1384,,0,,
illinois,3,Raymond G. Wardingley,Rep,,54,,,,,,,,,,,,,,,,,,,1385,,1,,
illinois,1,Raymond Wardingley,Rep,,,,,,,,174,,,,,,,,,,,,,1385,,1,,
illinois,13,Regan Deering,Rep,,,,,,,,,,,,,,,,,,,,125,4278,,0,,
illinois,16,Richard D. Auman,Rep,,87,,,,,,,,,,,,,,,,,,,1386,,1,,
illinois,0,Richard Durbin,Sen,,1558,,,,,,,,,,,,,,,,,,,1306,D000563,1,,
illinois,3,Richard Grabowski,Rep,,,,,,39,,,,94,,,,,,,,,,,1387,,2,,
illinois,0,Richard J. Durbin,Sen,,,,,,854,,,,2042,612,,,,,,,,,,1306,D000563,3,,
illinois,0,"Richard Josef ""Dick"" Durbin",Sen,,,,,549,,,,,,,,,,,,,,,,1306,D000563,1,,
illinois,11,Rick Laib,Rep,,,,,,,,,,,,,,,,,,116,,,1388,,0,,
illinois,7,Rita Zak,Rep,,,,,,25,,,,110,,,,,,,,,,,1389,,2,,
illinois,2,Robert Belin,Rep,,78,,,,,,,,,,,,,,,,,,,1390,,1,,
illinois,7,Robert Bumpers,Rep,,,,,,,12,,,,,147,,,,,,,,,1391,,2,,
illinois,6,Robert Dold,Rep,,,,,,6,,,,4,,,,,,,,,,,1392,D000613,2,,
illinois,7,Robert Dold,Rep,,,,,,,,,,1,,,,,,,,,,,1392,D000613,1,,
illinois,9,Robert Dold,Rep,,,,,,10,,,,25,,,,,,,,,,,1392,D000613,2,,
illinois,10,Robert Dold,Rep,House,,,,,,,,38,,,,30,134,,,,,,,1392,D000613,3,,
illinois,10,"Robert Dold, Jr.",Rep,,,,,,,,128,,,,,,,,,,,,,1392,D000613,1,,
illinois,16,Robert G. Abboud,Rep,,,,25,,,,,,,,,,,,,,,,,1393,,1,,
illinois,10,Robert J. Dold,Rep,,,,,,53,,,,135,,,,,,,,,,,1392,D000613,2,,
illinois,10,Robert J.Dold,Rep,,,,,,,19,,,,,140,,,,,,,,,1392,D000613,2,,
illinois,17,Robert Schilling,Rep,,,,,,,,123,,,,,,,,,,,,,1279,S001182,1,,
illinois,1,Robin Kelly,Rep,,,,,,,,,,,,,,,,,,,,12,1394,K000385,0,,
illinois,2,Robin Kelly,Rep,,,,,,,27,,,,27,154,50,201,61,144,42,145,58,153,1394,K000385,7,,
illinois,0,Rod Blagojevich,Gov,,1567,,,,,,,,,,,,,,,,,,,1395,B000518,1,,
illinois,3,Rodney Davis,Rep,,,,,,,,,,,,,,,,,,,,1,1396,D000619,0,,
illinois,13,Rodney Davis,Rep,House,,,,,41,22,,,124,47,121,34,150,47,148,39,127,69,76,1396,D000619,9,,
illinois,17,Rodney Davis,Rep,,,,,,,,,,,,,,,,,,,,6,1396,D000619,0,,
illinois,0,Roland W. Burris,Sen,,,,,549,,,,,,,,,,,,,,,,1397,B001266,1,,
illinois,8,S. David McSweeney,Rep,,94,,,,,,,,,,,,,,,,,,,1398,,1,,
illinois,16,Sara Dady,Rep,,,,,,,,,,,,,,,,138,,,,,1399,,1,,
illinois,9,Sargis Sangari,Rep,,,,,,,,,,,,,,,,,,170,,,1400,,0,,
illinois,14,Scott Gryder,Rep,,,,,,,,,,,,,,,,,,,,111,4279,,0,,
illinois,13,Scott Harper,Rep,,,,23,,,,158,,,,,,,,,,,,,1401,,2,,
illinois,3,Sean Casten,Rep,,,,,,,,,,,,,,,,,,,,21,1402,C001117,0,,
illinois,6,Sean Casten,Rep,House,,,,,,,,,,,,,,,135,45,132,57,129,1402,C001117,1,,
illinois,3,Sharon Brannigan,Rep,,,,,,,20,,,,,123,,,,,,,,,1403,,2,,
illinois,12,Silvestre Reyes,Rep,,,,,,1,,,,,,,,,,,,,,,1404,R000170,1,,
illinois,15,Steve Cox,Rep,,,,16,,,,,,,,,,,,,,,,,1405,,1,,
illinois,8,Steve Greenberg,Rep,,,,31,,,,,,,,,,,,,,,,,1406,,1,,
illinois,7,Steve Miller,Rep,,,,10,,,,,,,,,,,,,,,,,1407,,1,,
illinois,0,Steve Sauerberg,Sen,,,,366,,,,,,,,,,,,,,,,,1408,,1,,
illinois,18,Steve Waterworth,Rep,,100,,,,42,,,,97,,,,,,,,,,,1409,,3,,
illinois,9,Susanne Atanus,Rep,,,,,,,31,,,,,188,,,,,,,,,1410,,2,,
illinois,0,Tammy Duckworth,Sen,Senate,,,,,,,,,,,,,2606,723,2416,677,2290,986,2228,1351,D000622,3,,
illinois,8,Tammy Duckworth,Rep,House,,,,,43,23,,,123,30,119,22,,,,,,,,1351,D000622,6,,
illinois,12,Teri Newman,Rep,,,,,,,,111,,,,,,,,,,,,,1411,,1,,
illinois,5,Thaddeus McCotter,Rep,,,,,,1,,,,,,,,,,,,,,,1412,M001147,1,,
illinois,2,Theresa Raborn,Rep,,,,,,,,,,,,,,,,,,145,,,1413,,0,,
illinois,2,Thomas Lynch,Rep,,,,,,,,,,,,,,,,,,,,153,4280,,0,,
illinois,19,Tim Bagwell,Rep,,,,,,,,108,,,,,,,,,,,,,1414,,1,,
illinois,13,Tim Johnson,Rep,,,,,,12,,,,1,,,,,,,,,,,1415,J000285,2,,
illinois,15,Tim Johnson,Rep,,,28,,26,,,,,,,,,,,,,,,,1415,J000285,2,,
illinois,12,"Timmy Jay Richardson, Jr.",Rep,,,,23,,,,,,,,,,,,,,,,,1416,,1,,
illinois,8,Timothy Johnson,Rep,,,,,,1,,,,,,,,,,,,,,,1415,J000285,1,,
illinois,15,Timothy Johnson,Rep,,,,,,,,137,,,,,,,,,,,,,1415,J000285,1,,
illinois,9,Timothy V. Johnson,Rep,,,,,,1,,,,,,,,,,,,,,,1415,J000285,1,,
illinois,13,Timothy V. Johnson,Rep,,,,,,13,,,,36,,,,,,,,,,,1415,J000285,2,,
illinois,15,Timothy V. Johnson,Rep,House,88,,49,,10,,,37,42,,,,,,,,,,,1415,J000285,5,,
illinois,16,Timothy V. Johnson,Rep,,,,,,7,,,,5,,,,,,,,,,,1415,J000285,2,,
illinois,18,Timothy V. Johnson,Rep,,,,,,6,,,,4,,,,,,,,,,,1415,J000285,2,,
illinois,9,Timothy Wolfe,Rep,,,,,,50,,,,146,,,,,,,,,,,1417,,2,,
illinois,5,Tom Hanson,Rep,,,,10,,,,,,,,,,,,149,,,,,1418,,2,,
illinois,5,Tommy Hanson,Rep,,,,,,,,,,,,,,,,,,147,,146,1418,,0,,
illinois,11,Tonia Khouri,Rep,,,,,,,,,,,,,,139,,,,,,,1419,,1,,
illinois,10,Valerie Mukherjee,Rep,,,,,,,,,,,,,,,,,,110,,,1420,,0,,
illinois,5,Vince Kolber,Rep,,,,,,,23,,,,,153,,149,,,,,,,1421,,3,,
illinois,16,Wanda Rohl,Rep,,,,,,31,,,,93,,,,,,,,,,,1422,,2,,
illinois,17,"William ""Bill"" Fawell",Rep,,,,,,,,,,,,,,,,155,,,,,1423,,1,,
illinois,12,William Enyart,Rep,,,,,,,20,,,,31,114,,,,,,,,,1276,E000292,3,,
indiana,5,Andre Carson,Rep,,,,,,2,,,,,,,,,,,,,,,1424,C001072,1,,
indiana,7,Andre Carson,Rep,,,,,32,59,19,172,60,118,44,134,38,172,50,158,47,155,83,172,1424,C001072,12,,
indiana,5,Andre D. Carson,Rep,,,,,,15,,,,29,,,,,,,,,,,1424,C001072,2,,
indiana,7,Andre D. Carson,Rep,,,,69,,,,,,,,,,,,,,,,,1424,C001072,1,,
indiana,9,Andy Ruff,Rep,,,,,,,,,,,,,,,,,,173,,,1425,,0,,
indiana,5,Angela Demaree,Rep,,,,,,,,,,,,,,159,,,,,,,1426,,1,,
indiana,7,Angela Grabovsky,Rep,,,,,,,,,,,,,,,,,,,,172,4281,,0,,
indiana,6,Baron Hill,Rep,,,,,,18,,,,,,,,,,,,,,,1427,H001030,1,,
indiana,7,Baron Hill,Rep,,,,,,1,,,,,,,,,,,,,,,1427,H001030,1,,
indiana,8,Baron Hill,Rep,,,,,,3,,,,,,,,,,,,,,,1427,H001030,1,,
indiana,9,Baron Hill,Rep,,,23,,36,28,,105,,,,,,,,,,,,,1427,H001030,4,,
indiana,9,Baron P. Hill,Rep,House,97,,63,,,,,,,,,,,,,,,,,1427,H001030,2,,
indiana,6,Barry A. Welsh,Rep,,86,,18,,,,,,,,,,,,,,,,,1428,,2,,
indiana,6,Barry Welsh,Rep,,,,,,,,116,,,,,,142,,,,,,,1428,,2,,
indiana,9,Bill Bailey,Rep,,,,,,,29,,,,,130,,,,,,,,,1429,,2,,
indiana,0,"Birch Evans ""Evan"" Bayh, III",Sen,,,,,294,,,,,,,,,,,,,,,,1430,B001233,1,,
indiana,6,Brad Bookout,Rep,,,,,,47,,,,91,,,,,,,,,,,1431,,2,,
indiana,0,Brad Ellsworth,Sen,,,,,,,,1180,,,,,,,,,,,,,1432,E000289,1,,
indiana,4,Brad Ellsworth,Rep,,,,,,2,,,,,,,,,,,,,,,1432,E000289,1,,
indiana,8,Brad Ellsworth,Rep,House,87,14,64,30,28,,,,,,,,,,,,,,,1432,E000289,5,,
indiana,9,Brad Ellsworth,Rep,,,,,,2,,,,,,,,,,,,,,,1432,E000289,1,,
indiana,6,Brad Lookout,Rep,,,,,,5,,,,1,,,,,,,,,,,1431,,2,,
indiana,2,Brendan Mullen,Rep,,,,,,39,,,,110,,,,,,,,,,,1434,,2,,
indiana,7,Carlos May,Rep,,,,,,52,,,,117,,,,,,,,,,,1435,,2,,
indiana,7,Catherine (Cat) Ping,Rep,,,,,,,,,,,,,,172,,,,,,,1436,,1,,
indiana,7,Catherine Ping,Rep,,,,,,,19,,,,,133,,,,,,,,,1436,,2,,
indiana,3,Chip Coldiron,Rep,,,,,,,,,,,,,,,,,,184,,,1437,,0,,
indiana,2,Chris Chocola,Rep,House,120,,,,,,,,,,,,,,,,,,,1438,C001052,1,,
indiana,5,Christina Hale,Rep,,,,,,,,,,,,,,,,,,179,,,1439,,0,,
indiana,6,Cinde Wirth,Rep,,,,,,,,,,,,,,,,,,,,124,4282,,0,,
indiana,3,Courtney Tritch,Rep,,,,,,,,,,,,,,,,167,,,,,1440,,1,,
indiana,2,Dan Burton,Rep,,,,,,2,,,,8,,,,,,,,,,,891,B001149,2,,
indiana,3,Dan Burton,Rep,,,,,,4,,,,7,,,,,,,,,,,891,B001149,2,,
indiana,4,Dan Burton,Rep,,,,,,6,,,,19,,,,,,,,,,,891,B001149,2,,
indiana,5,Dan Burton,Rep,,100,36,74,27,27,,138,57,79,,,,,,,,,,,891,B001149,8,,
indiana,6,Dan Burton,Rep,,,,,,8,,,,23,,,,,,,,,,,891,B001149,2,,
indiana,7,Dan Burton,Rep,,,,,,12,,,,6,,,,,,,,,,,891,B001149,2,,
indiana,9,Dan Burton,Rep,,,,,,,,,,2,,,,,,,,,,,891,B001149,1,,
indiana,0,Dan Coats,Sen,,,,,,413,216,597,436,1011,384,1211,298,1372,,,,,,,1441,C000542,9,,
indiana,0,Daniel Coats,Sen,,,,,,,,588,,,,,,,,,,,,,1441,C000542,1,,
indiana,8,Dave Crooks,Rep,,,,,,33,,,,93,,,,,,,,,,,1442,,2,,
indiana,4,David A. Sanders,Rep,,88,,,,,,,,,,,,,,,,,,,1443,,1,,
indiana,4,David Sanders,Rep,,,,,,,,146,,,,,,,,,,,,,1443,,1,,
indiana,5,Dee Thornton,Rep,,,,,,,,,,,,,,,,145,,,,,1444,,1,,
indiana,8,E. Thomasina Marsili,Rep,,,,,,,,,,,,,,,,,,136,,,1445,,0,,
indiana,1,Edwin Perlmutter,Rep,,,,,,1,,,,,,,,,,,,,,,702,P000593,1,,
indiana,7,Eric Dickerson,Rep,,113,,,,,,,,,,,,,,,,,,,1446,,1,,
indiana,0,Eric Holcomb,Gov,,,,,,,,,,,,,,,365,1388,398,1433,584,1279,1447,,2,,
indiana,9,Erin Houchin,Rep,House,,,,,,,,,,,,,,,,,,,158,4283,H001093,0,,
indiana,0,Evan Bayh,Sen,Senate,869,199,608,,,,,,,,,,1379,,,,,,,1430,B001233,4,,
indiana,1,Frank J. Mrvan,Rep,House,,,,,,,,,,,,,,,,,166,60,153,1448,M001214,0,,
indiana,7,Gabrielle Campo,Rep,,,,26,,,,,,,,,,,,,,,,,1449,,1,,
indiana,3,Gary Snyder,Rep,,,,,,,,,,,,,,,,,,,,141,4582,,0,,
indiana,8,Greg Goode,Rep,,,,38,,,,,,,,,,,,,,,,,1450,,1,,
indiana,6,Greg Pence,Rep,,,,,,,,,,,,,,,,140,40,123,67,124,1451,P000615,1,,
indiana,9,Greg Pence,Rep,,,,,,,,,,,,,,,,,,,,34,1451,P000615,0,,
indiana,2,Harry Mitchell,Rep,,,,,,1,,,,,,,,,,,,,,,129,M001167,1,,
indiana,2,Jackie Walorski,Rep,House,,,,,39,19,,,112,33,149,37,155,39,166,34,147,60,,1452,W000813,9,,
indiana,2,Jackie Walorski Swihart,Rep,,,,,,,,134,,,,,,,,,,,,,1452,W000813,1,,
indiana,3,James Banks,Rep,,,,,,,,,,,,,,142,,,,,,,1453,B001299,1,,
indiana,5,Jeannine Lee Lake,Rep,,,,,,,,,,,,,,,,,,,,136,1454,,0,,
indiana,6,Jeannine Lee Lake,Rep,,,,,,,,,,,,,,,,140,,123,,,1454,,1,,
indiana,1,Jennifer-Ruth Green,Rep,,,,,,,,,,,,,,,,,,,,153,4284,,0,,
indiana,6,Jerry Costello,Rep,,,,,,1,,,,,,,,,,,,,,,434,C000794,1,,
indiana,2,Jim Baird,Rep,,,,,,,,,,,,,,,,,,,,1,1455,B001307,0,,
indiana,4,Jim Baird,Rep,,,,,,,,,,,,,,,,141,38,170,61,114,1455,B001307,1,,
indiana,9,Jim Baird,Rep,,,,,,,,,,,,,,,,,,,,1,1455,B001307,0,,
indiana,2,Jim Banks,Rep,,,,,,,,,,,,,,,,,,,,7,1453,B001299,0,,
indiana,3,Jim Banks,Rep,,,,,,,,,,,,,,,42,167,52,184,68,141,1453,B001299,2,,
indiana,2,Joe Bock,Rep,,,,,,,19,,,,,150,,,,,,,,,1456,,2,,
indiana,0,Joe Donnelly,Sen,Senate,,,,,415,215,,,1003,384,1212,298,1365,365,1389,,,,,1457,D000607,9,,
indiana,2,Joe Donnelly,Rep,House,123,22,74,31,,,,52,,,,,,,,,,,,1457,D000607,5,,
indiana,2,"Joe Donnelly, Sr.",Rep,,,,,,,,134,,,,,,,,,,,,,1457,D000607,1,,
indiana,4,"Joe Donnelly, Sr.",Rep,,,,,,1,,,,,,,,,,,,,,,1457,D000607,1,,
indiana,4,Joe Mackey,Rep,,,,,,,,,,,,,,,,,,170,,,1458,,0,,
indiana,1,Joel Phelps,Rep,,,,,,44,,,,113,,,,,,,,,,,1459,,2,,
indiana,4,John Dale,Rep,,,,,,,24,,,,,137,,138,,,,,,,1460,,3,,
indiana,1,John Meyer,Rep,,,,,,,,,,,,,,176,,,,,,,1461,,1,,
indiana,8,John N. Hostettler,Rep,,86,,,,,,,,,,,,,,,,,,,1462,H000807,1,,
indiana,7,Julia Carson,Rep,,115,23,,,,,,,,,,,,,,,,,,1463,C000191,2,,
indiana,3,Justin Kuhnle,Rep,,,,,,,24,,,,,154,,,,,,,,,1464,,2,,
indiana,5,Katherine Fox Carr,Rep,,100,,,,,,,,,,,,,,,,,,,1465,,1,,
indiana,3,Kevin Boyd,Rep,,,,,,38,,,,125,,,,,,,,,,,1466,,2,,
indiana,7,Kurt Schrader,Rep,,,,,,1,,,,,,,,,,,,,,,501,S001180,1,,
indiana,8,Larry Bucshon,Rep,House,,,,,33,18,104,46,93,31,107,20,131,31,127,42,136,62,143,1467,B001275,11,,
indiana,4,Larry D. Bucshon,Rep,,,,,,2,,,,5,,,,,,,,,,,1467,B001275,2,,
indiana,9,Liz Watson,Rep,,,,,,,,,,,,,,,,179,,,,,1468,,1,,
indiana,6,Luke Messer,Rep,House,,,,,53,27,,,92,51,130,33,141,31,140,,,,,1469,M001189,9,,
indiana,2,Luke Puckett,Rep,,,,32,,,,,,,,,,,,,,,,,1470,,1,,
indiana,2,Lynn C. Coleman,Rep,,,,,,,,,,,,,,155,,,,,,,1471,,1,,
indiana,3,Mark E. Souder,Rep,,86,,,,,,,,,,,,,,,,,,,1472,S001143,1,,
indiana,3,Mark Edward Souder,Rep,House,,,70,,,,,,,,,,,,,,,,,1472,S001143,1,,
indiana,1,Mark J. Leyva,Rep,,85,,,,,,,,,,,,,,,,,,,1473,,1,,
indiana,1,Mark Leyva,Rep,,,,27,,,28,,,,,140,,,,166,,166,,,1473,,4,,
indiana,1,"Mark Leyva, Sr.",Rep,,,,,,,,144,,,,,,,,,,,,,1473,,1,,
indiana,3,Mark Souder,Rep,,,17,,42,,,,,,,,,,,,,,,,1472,S001143,2,,
indiana,2,Marlin A. Stutzman,Rep,,,,,,5,,,,11,,,,,,,,,,,1474,S001188,2,,
indiana,3,Marlin Stutzman,Rep,House,,,,,39,24,131,38,127,40,155,39,142,,,,,,,1474,S001188,9,,
indiana,7,Marvin Scott,Rep,,,,,,,,177,,,,,,,,,,,,,1475,,1,,
indiana,5,Mary Etta Ruley,Rep,,,,20,,,,,,,,,,,,,,,,,1476,,1,,
indiana,9,Matthew Fyfe,Rep,,,,,,,,,,,,,,,,,,,,158,4285,,0,,
indiana,2,Mel Hall,Rep,,,,,,,,,,,,,,,,166,,,,,1477,,1,,
indiana,3,"Michael Anthony ""Mike"" Montagano",Rep,,,,56,,,,,,,,,,,,,,,,,1478,,1,,
indiana,9,Michael E. Sodrel,Rep,House,95,,,,,,,,,,,,,,,,,,,1479,S001160,1,,
indiana,0,Mike Braun,Sen,,,,,,,,,,,,,,,,1388,398,1433,584,1281,1480,B001310,1,,
indiana,0,Mike Pence,Gov,,,,,,,222,,,,390,1224,298,1389,,,,,,,1481,P000587,5,,
indiana,3,Mike Pence,Rep,,,,,,5,,,,10,,,,,,,,,,,1481,P000587,2,,
indiana,5,Mike Pence,Rep,,,,,,9,,,,17,,,,,,,,,,,1481,P000587,2,,
indiana,6,Mike Pence,Rep,House,88,16,55,33,31,,117,48,57,,,,,,,,,,,1481,P000587,8,,
indiana,9,Mike Sodrel,Rep,,,,64,,,,,,,,,,,,,,,,,1479,S001160,1,,
indiana,0,Mitch Daniels,Gov,,857,,,,421,,1198,440,1006,,,,,,,,,,,1482,,5,,
indiana,0,"Mitchell Elias Daniels, Jr.",Gov,,,,,288,,,,,,,,,,,,,,,,1482,,1,,
indiana,4,Nels Ackerson,Rep,,,,28,,,,,,,,,,,,,,,,,1483,,1,,
indiana,2,Pat Hackett,Rep,,,,,,,,,,,,,,,,,,147,,,1484,,0,,
indiana,2,Paul Steury,Rep,,,,,,,,,,,,,,,,,,,,140,4286,,0,,
indiana,1,Pete Visclosky,Rep,,,,,28,,,,49,,,,44,,45,,50,166,,,1030,V000108,4,,
indiana,1,Peter J. Visclosky,Rep,,84,,61,,,,,,,48,,,,,,,,,,1030,V000108,3,,
indiana,4,Peter J. Visclosky,Rep,,,,,,3,,,,9,,,,,,,,,,,1030,V000108,2,,
indiana,5,Peter J. Visclosky,Rep,,,,,,,,,,1,,,,,,,,,,,1030,V000108,1,,
indiana,7,Peter J. Visclosky,Rep,,,,,,1,,,,,,,,,,,,,,,1030,V000108,1,,
indiana,9,Peter J. Visclosky,Rep,,,,,,,,,,1,,,,,,,,,,,1030,V000108,1,,
indiana,1,Peter Visclosky,Rep,House,,10,,,44,28,146,,114,,141,,178,,166,,,,,1030,V000108,8,,
indiana,8,Ray McCormick,Rep,,,,,,,,,,,,,,,,,,,,143,4287,,0,,
indiana,0,Richard G. Lugar,Sen,,,,576,,416,,,,1013,,,,,,,,,,,1485,L000504,3,,
indiana,0,"Richard Green ""Dick"" Lugar",Sen,,,,,296,,,,,,,,,,,,,,,,1485,L000504,1,,
indiana,0,Richard Lugar,Sen,,,201,,,,,1183,440,,,,,,,,,,,,1485,L000504,3,,
indiana,0,Richard Mourdock,Sen,,,,,,415,,,,1005,,,,,,,,,,,1486,,2,,
indiana,4,Roger Day,Rep,,,,,,,,,,,,,,,,,,,,114,4288,,0,,
indiana,8,Ron Drake,Rep,,,,,,,,,,,,,,129,,,,,,,1487,,1,,
indiana,2,Rudy Yakym,Rep,House,,,,,,,,,,,,,,,,,,,140,4289,Y000067,0,,
indiana,5,Scott Reske,Rep,,,,,,47,,,,127,,,,,,,,,,,1488,,2,,
indiana,5,Shawn Denney,Rep,,,,,,,29,,,,,122,,,,,,,,,1489,,2,,
indiana,9,Shelli Yoder,Rep,,,,,,48,,,,99,,,,161,,,,,,,1490,,3,,
indiana,7,"Solomon Ortiz, Sr.",Rep,,,,,,1,,,,,,,,,,,,,,,1491,O000107,1,,
indiana,4,Steve Buyer,Rep,,87,25,51,35,35,,150,,,,,,,,,,,,,1492,B001203,6,,
indiana,5,Steve Buyer,Rep,,,,,,2,,,,,,,,,,,,,,,1492,B001203,1,,
indiana,7,Steve Buyer,Rep,,,,,,2,,,,,,,,,,,,,,,1492,B001203,1,,
indiana,9,Steve Buyer,Rep,,,,,,17,,,,,,,,,,,,,,,1492,B001203,1,,
indiana,5,Susan Brooks,Rep,House,,,,,47,29,,,127,,123,25,161,40,145,34,179,,,1493,B001284,8,,
indiana,6,Susan Hall Heitzman,Rep,,,,,,,27,,,,,131,,,,,,,,,1494,,2,,
indiana,7,Susan Marie Smith,Rep,,,,,,,,,,,,,,,,,,154,,,1495,,0,,
indiana,5,Susan W. Brooks,Rep,,,,,,,,,,,43,,,,,,,,,,1493,B001284,1,,
indiana,4,Tara Nelson,Rep,,,,,,53,,,,116,,,,,,,,,,,1496,,2,,
indiana,3,Thomas E. Hayhurst,Rep,,87,,,,,,,,,,,,,,,,,,,1497,,1,,
indiana,3,Thomas Hayhurst,Rep,,,,,,,,128,,,,,,,,,,,,,1497,,1,,
indiana,0,Thomas McDermott Jr.,Sen,,,,,,,,,,,,,,,,,,,,1280,4290,,0,,
indiana,5,Tim Crawford,Rep,,,,,,,,134,,,,,,,,,,,,,1498,,1,,
indiana,7,Tim Murphy,Rep,,,,,,1,,,,,,,,,,,,,,,3281,M001151,1,,
indiana,4,Tobi Beck,Rep,,,,,,,,,,,,,,,,141,,,,,1500,,1,,
indiana,0,Todd C. Young,Sen,,,,,,,,,,,,,,,365,1389,,,,1281,1501,Y000064,2,,
indiana,4,Todd Rokita,Rep,House,,,,,52,24,150,39,118,50,140,29,139,40,141,,,,,1502,R000592,11,,
indiana,5,Todd Rokita,Rep,,,,,,2,,,,2,,,,,,,,,,,1502,R000592,2,,
indiana,7,Todd Rokita,Rep,,,,,,2,,,,7,,,,,,,,,,,1502,R000592,2,,
indiana,8,Todd Rokita,Rep,,,,,,1,,,,,,,,,,,,,,,1502,R000592,1,,
indiana,9,Todd Rokita,Rep,,,,,,17,,,,41,,,,,,,,,,,1502,R000592,2,,
indiana,0,Todd Young,Sen,Senate,,,,,,,,,,,,,1377,,,398,1433,584,,1501,Y000064,1,,
indiana,6,Todd Young,Rep,,,,,,17,,,,12,,,,,,,,,,,1501,Y000064,2,,
indiana,7,Todd Young,Rep,,,,,,1,,,,,,,,,,,,,,,1501,Y000064,1,,
indiana,8,Todd Young,Rep,,,,,,3,,,,6,,,,,,,,,,,1501,Y000064,2,,
indiana,9,Todd Young,Rep,House,,,,,48,29,112,51,99,42,130,33,,,,,,,,1501,Y000064,8,,
indiana,8,Tom Spangler,Rep,,,,,,,17,,,,,108,,,,,,,,,1503,,2,,
indiana,3,Tommy A. Schrader,Rep,,,,,,,,,,,,,,141,,,,,,,1504,,1,,
indiana,8,Trent Van Haaften,Rep,,,,,,,,105,,,,,,,,,,,,,1505,,1,,
indiana,9,Trey Hollingsworth,Rep,,,,,,,,,,,,,,161,47,179,61,173,73,123,1506,H001074,3,,
indiana,5,Victoria Spartz,Rep,House,,,,,,,,,,,,,,,,,179,50,136,1507,S000929,0,,
indiana,7,"Wayne ""Gunny"" Harmon",Rep,,,,,,,,,,,,,,,,158,,,,,1508,,1,,
indiana,6,William Posey,Rep,,,,,,1,,,,,,,,,,,,,,,864,P000599,1,,
indiana,8,William Tanoos,Rep,,,,,,,,,,,,,,,,127,,,,,1509,,1,,
iowa,1,Abby Finkenauer,Rep,House,,,,,,,,,,,,,,,143,47,155,,,1510,F000467,1,,
iowa,1,Ashley Hinson,Rep,House,,,,,,,,,,,,,,,,,155,69,,1511,H001091,0,,
iowa,2,Ashley Hinson,Rep,House,,,,,,,,,,,,,,,,,,,155,1511,H001091,0,,
iowa,1,Ben Lange,Rep,,,,,,56,,,,149,,,,,,,,,,,1512,,2,,
iowa,1,Benjamin Lange,Rep,,,,,,,,100,,,,,,,,,,,,,1512,,1,,
iowa,4,Bill Maske,Rep,,,,,,,,123,,,,,,,,,,,,,1513,,1,,
iowa,3,Brad Zaun,Rep,,,,,,,,126,,,,,,,,,,,,,1514,,1,,
iowa,0,Bruce Braley,Sen,,,,,,,112,,,,,566,,,,,,,,,105,B001259,2,,
iowa,1,Bruce Braley,Rep,House,76,10,55,20,56,,100,52,149,49,,,,,,,,,,105,B001259,9,,
iowa,2,Bruce Braley,Rep,,,,,,11,,,,42,,,,,,,,,,,105,B001259,2,,
iowa,4,Bruce Braley,Rep,,,,,,3,,,,1,,,,,,,,,,,105,B001259,2,,
iowa,0,Charles E. Grassley,Sen,,,,,,,,,,,,,,685,,,,,,,1515,G000386,1,,
iowa,0,"Charles Ernest ""Chuck"" Grassley",Sen,,,,,118,,,,,,,,,,,,,,,,1515,G000386,1,,
iowa,0,Charles Grassley,Sen,,,93,,,,,328,,,,,,,,,,,,,1515,G000386,2,,
iowa,0,Chester 'Chet' Culver,Gov,,,,,,,,588,,,,,,,,,,,,,1516,,1,,
iowa,0,"Chester J. ""Chet"" Culver",Gov,,350,,,,,,,,,,,,,,,,,,,1516,,1,,
iowa,0,"Chester John ""Chet"" Culver",Gov,,,,,117,,,,,,,,,,,,,,,,1516,,1,,
iowa,4,Christie Vilsack,Rep,,,,,,50,,,,146,,,,,,,,,,,1517,,2,,
iowa,1,Christina Bohannan,Rep,,,,,,,,,,,,,,,,,,,,154,4291,,0,,
iowa,2,Christopher Peters,Rep,,,,,,,,,,,,,,159,,141,,,,,1518,,2,,
iowa,0,Christopher Reed,Sen,,,,184,,,,,,,,,,,,,,,,,1519,,1,,
iowa,0,Chuck Grassley,Sen,,352,,333,,209,114,251,238,607,201,567,155,,210,553,174,632,272,592,1515,G000386,12,,
iowa,3,Cindy Axne,Rep,,,,,,,,,,,,,,,,125,52,163,80,155,1520,A000378,1,,
iowa,1,Dave Loebsack,Rep,,,,,,21,,,,44,,,,,,,,,,,1521,L000565,2,,
iowa,2,Dave Loebsack,Rep,House,82,,,,50,34,,,165,61,138,39,160,55,282,39,159,,,1521,L000565,10,,
iowa,1,David Hartsuch,Rep,,,,29,,,,,,,,,,,,,,,,,4131,,1,,
iowa,1,David Loebsack,Rep,,,,,,1,,,,,,,,,,,,,,,1521,L000565,1,,
iowa,2,David Loebsack,Rep,,,27,,21,,,138,59,,,,,,,,,,,,1521,L000565,4,,
