candidate_bonica,candidate_ces,politician_id,Unique_Project_ID,office_seat_name,district,cycle,state_ces,type,chamber,bioguide_id,Ran prior to 2019,Notes,year_ces,obs,id_lt_ces,state_bonica,id_lt_bonica,score,state,candidate,year
joe neguse,joe neguse,8767,718,District 2,2,2018,colorado,Rep,,N000191,1,,2018,142,8,colorado,26,0.99999994,,,
john c. flerlage,john flerlage,16355,719,District 6,6,2010,colorado,Rep,,,1,,2010,181,7,colorado,17,0.9581648,,,
john wright hickenlooper,john hickenlooper,6617,720,Class II,0,2020,colorado,Sen,,H000273,0,,2020,1060,12,colorado,36,0.9670356,,,
john t. salazar,john t. salazar,8398,721,District 3,3,2006,colorado,Rep,,S001158,2,,2006,70,9,colorado,4,1.0000001,,,
john sarbanes,john sarbanes,2987,722,District 3,3,2018,maryland,Rep,House,S001168,14,,2018,141,13,maryland,7,1.0000011,,,
john sarbanes,john sarbanes,2987,722,District 3,2,2012,maryland,Rep,,S001168,2,,2012,14,24,maryland,19,1.0000011,,,
john sarbanes,john sarbanes,2987,722,District 3,3,2010,maryland,Rep,House,S001168,14,,2010,142,14,maryland,25,1.0000011,,,
john w. lerew,john william lerew,16359,723,District 7,7,2008,colorado,Rep,,,1,,2008,21,10,colorado,9,0.96227247,,,
karen mccormick,karen mccormick,8770,724,District 4,4,2018,colorado,Rep,,,1,,2018,132,10,colorado,16,0.99999994,,,
ken buck,ken buck,1280,725,Class III,0,2010,colorado,Sen,,B001297,1,,2010,487,9,colorado,36,1.0000007,,,
john t. salazar,ken salazar,,726,District 3,0,2008,colorado,Sen,,S001163,2,,2008,410,11,colorado,4,0.90122944,,,
john t. salazar,ken salazar,,726,District 3,0,2006,colorado,Sen,,S001163,2,,2006,616,10,colorado,4,0.90122944,,,
kevin bradley,kevin bradley,16346,727,District 5,5,2010,colorado,Rep,,,1,,2010,131,11,colorado,30,0.9999999,,,
kevin lundberg,kevin lundberg,5466,728,District 2,2,2012,colorado,Rep,,,2,,2012,63,18,colorado,26,0.9999939,,,
lamar smith,lamar smith,3011,729,District 21,21,2010,texas,Rep,,S000583,10,,2010,224,31,texas,96,0.9999992,,,
lauren boebert,lauren boebert,10394,730,District 3,3,2020,colorado,Rep,House,B000825,0,,2020,134,14,colorado,2,1.0000001,,,
marilyn n. musgrave,marilyn n. musgrave,10111,731,District 4,4,2006,colorado,Rep,,M001152,2,,2006,93,11,colorado,17,1.0000001,,,
mark barrington,mark barrington,8772,732,District 7,7,2018,colorado,Rep,,,1,,2018,158,12,colorado,31,1,,,
mark udall,mark udall,1543,733,District 2,2,2006,colorado,Rep,House,U000038,3,,2006,84,12,colorado,3,1.0000001,,,
mark udall,mark udall,1543,733,Class II,0,2014,colorado,Sen,Senate,U000038,9,,2014,157,12,colorado,24,1.0000001,,,
mark udall,mark udall,1543,733,Class II,0,2008,colorado,Sen,Senate,U000038,9,,2008,424,13,colorado,21,1.0000001,,,
martin h. walsh,martin walsh,3870,734,District 1,1,2014,colorado,Rep,,,2,,2014,20,13,colorado,4,0.97727346,,,
michael bennet,michael bennet,429,735,Class III,0,2016,colorado,Sen,,B001267,6,,2016,2022,12,colorado,28,0.9999986,,,
mike fallon,michael fallon,8395,736,District 1,1,2010,colorado,Rep,,,1,,2010,143,15,colorado,7,0.96069276,,,
misty plowright,misty plowright,16348,737,District 5,5,2016,colorado,Rep,,,1,,2016,184,14,colorado,12,0.9999961,,,
morgan l. carroll,morgan carroll,16357,738,District 6,6,2016,colorado,Rep,,,1,,2016,134,15,colorado,4,0.94898176,,,
nicholas g. morse,nicholas morse,16337,739,District 2,2,2016,colorado,Rep,,,1,,2016,135,16,colorado,15,0.983102,,,
peter yu,peter yu,8768,740,District 2,2,2018,colorado,Rep,,,1,,2018,142,15,colorado,28,1.0000002,,,
rich mancuso,rich mancuso,15808,741,District 2,2,2006,colorado,Rep,,,1,,2006,85,13,colorado,0,0.9999962,,,
rick o'donnell,rick o'donnell,10112,742,District 7,7,2006,colorado,Rep,,,1,,2006,94,14,colorado,10,1,,,
ryan frazier,ryan frazier,8399,743,District 7,7,2010,colorado,Rep,,,1,,2010,141,17,colorado,12,1.0000001,,,
salvatore pace,sal pace,5471,744,District 3,3,2012,colorado,Rep,,,2,,2012,35,23,colorado,6,0.88331866,,,
sam johnson,sam johnson,2865,745,District 3,3,2006,texas,Rep,House,J000174,14,,2006,119,51,texas,85,1.0000002,,,
scott tipton,scott tipton,3023,746,District 3,3,2018,colorado,Rep,House,T000470,11,,2018,118,16,colorado,1,1,,,
scott tipton,scott tipton,3023,746,District 3,3,2006,colorado,Rep,House,T000470,11,,2006,71,15,colorado,6,1,,,
scott starin,scott starin,16332,747,District 2,2,2008,colorado,Rep,,,1,,2008,12,15,colorado,3,1.0000001,,,
shane bolling,shane bolling,10392,748,District 1,1,2020,colorado,Rep,,,0,,2020,180,17,colorado,23,1.0000001,,,
stephany spaulding,stephany rose spaulding,8771,749,District 5,5,2018,colorado,Rep,,,1,,2018,174,17,colorado,14,0.96124625,,,
stephen bailey,stephen bailey,8397,750,District 2,2,2010,colorado,Rep,,,1,,2010,149,19,colorado,18,0.99999857,,,
steven e. house,steve house,10397,751,District 6,6,2020,colorado,Rep,,,0,,2020,156,18,colorado,4,0.9362926,,,
tom tancredo,thomas g. tancredo,53,752,District 6,6,2006,colorado,Rep,House,T000458,2,,2006,100,16,colorado,25,0.9239799,,,
tom price,tom price,2958,753,District 6,6,2008,georgia,Rep,House,P000591,12,,2008,59,26,georgia,6,0.9999999,,,
victor scott meyers,vic meyers,3863,754,District 4,4,2014,colorado,Rep,,,2,,2014,13,17,colorado,21,0.90023786,,,
wayne e. wolf,wayne allard,,755,District 3,0,2008,colorado,Sen,,A000109,3,,2008,344,17,colorado,5,0.8372609,,,
wayne e. wolf,wayne wolf,16339,756,District 3,3,2008,colorado,Rep,,,1,,2008,19,18,colorado,5,0.93058115,,,
andrew w. roraback,andrew roraback,5121,757,District 5,5,2012,connecticut,Rep,,,2,,2012,56,0,connecticut,9,0.98102224,,,
andrew w. roraback,andrew roraback,5121,757,District 5,5,2012,connecticut,Rep,,,2,,2012,56,0,connecticut,9,0.98102224,,,
angel cadena,angel cadena,8775,758,District 3,3,2018,connecticut,Rep,,,2,,2018,176,0,connecticut,4,0.99999994,,,
angel cadena,angel cadena,8775,758,District 3,3,2016,connecticut,Rep,,,2,,2016,155,0,connecticut,20,0.99999994,,,
ann brickley,ann brickley,8400,759,District 1,1,2010,connecticut,Rep,,,1,,2010,149,0,connecticut,4,0.9999975,,,
boaz itshaky,"boaz ""bo"" itshaky",16368,760,District 3,3,2008,connecticut,Rep,,,1,,2008,14,0,connecticut,20,0.98653287,,,
christopher s. murphy,christopher murphy,446,761,Class I,1,2012,connecticut,Rep,,M001169,1,,2012,1,2,connecticut,18,0.9709778,,,
christopher s. murphy,christopher murphy,446,761,Class I,1,2012,connecticut,Rep,,M001169,1,,2012,1,2,connecticut,18,0.9709778,,,
christopher s. murphy,christopher j. dodd,,762,District 5,0,2006,connecticut,Sen,,D000388,2,,2006,360,1,connecticut,6,0.8736361,,,
christopher h. shays,christopher shays,1071,763,District 4,4,2006,connecticut,Rep,,S001144,3,,2006,49,2,connecticut,10,0.98950905,,,
clay cope,clay cope,16380,764,District 5,5,2016,connecticut,Rep,,,1,,2016,167,2,connecticut,9,1,,,
clay cope,clay cope,16380,764,District 5,5,2016,connecticut,Rep,,,1,,2016,167,2,connecticut,9,1,,,
dan carter,dan carter,8125,765,Class III,0,2016,connecticut,Sen,,,1,,2016,721,3,connecticut,23,1,,,
dan debicella,dan debicella,3431,766,District 4,4,2014,connecticut,Rep,,,3,,2014,17,1,connecticut,14,1,,,
dan debicella,dan debicella,3431,766,District 4,4,2014,connecticut,Rep,,,3,,2014,17,1,connecticut,14,1,,,
dannel p. malloy,dannel p. malloy,6548,767,,0,2014,connecticut,Gov,,,3,,2014,124,2,connecticut,16,1.0000002,,,
dannel p. malloy,dannel p. malloy,6548,767,,0,2014,connecticut,Gov,,,3,,2014,124,2,connecticut,16,1.0000002,,,
dan postemski,danny postemski,8774,768,District 2,2,2018,connecticut,Rep,,,1,,2018,137,3,connecticut,6,0.9438623,,,
daria novak,daria novak,5115,769,District 2,2,2016,connecticut,Rep,,,1,,2016,154,5,connecticut,2,1.0000001,,,
david j. cappiello,david j. cappiello,16378,770,District 5,5,2008,connecticut,Rep,,,1,,2008,56,4,connecticut,13,0.99999666,,,
david xavier sullivan,david sullivan,10962,771,District 5,5,2020,connecticut,Rep,,,0,,2020,153,1,connecticut,10,0.94055784,,,
diane farrell,diane farrell,10079,772,District 4,4,2006,connecticut,Rep,,,1,,2006,48,3,connecticut,12,0.99999976,,,
elizabeth h. esty,elizabeth esty,3082,773,District 5,5,2012,connecticut,Rep,House,E000293,9,,2012,55,4,connecticut,7,0.98271054,,,
elizabeth h. esty,elizabeth esty,3082,773,District 5,5,2012,connecticut,Rep,House,E000293,9,,2012,55,4,connecticut,7,0.98271054,,,
harry arora,harry arora,8776,774,District 4,4,2018,connecticut,Rep,,,1,,2018,108,5,connecticut,2,0.9999999,,,
harry arora,harry arora,8776,774,District 4,4,2018,connecticut,Rep,,,1,,2018,108,5,connecticut,2,0.9999999,,,
jahana hayes,jahana hayes,10400,775,District 5,5,2020,connecticut,Rep,House,H001081,1,,2020,153,2,connecticut,11,1.0000001,,,
jahana hayes,jahana hayes,10400,775,District 5,5,2020,connecticut,Rep,House,H001081,1,,2020,153,2,connecticut,11,1.0000001,,,
jahana hayes,jahana hayes,10400,775,District 5,5,2018,connecticut,Rep,House,H001081,1,,2018,119,6,connecticut,11,1.0000001,,,
jahana hayes,jahana hayes,10400,775,District 5,5,2018,connecticut,Rep,House,H001081,1,,2018,119,6,connecticut,11,1.0000001,,,
james e. brown,james brown,3429,776,District 3,3,2014,connecticut,Rep,,,2,,2014,26,4,connecticut,3,0.9529258,,,
jim himes,jim himes,2848,777,District 4,4,2020,connecticut,Rep,,H001047,13,,2020,105,3,connecticut,8,1.0000001,,,
jim himes,jim himes,2848,777,District 4,4,2018,connecticut,Rep,,H001047,13,,2018,108,8,connecticut,1,1.0000001,,,
jim himes,jim himes,2848,777,District 4,4,2016,connecticut,Rep,,H001047,13,,2016,122,7,connecticut,5,1.0000001,,,
jim himes,jim himes,2848,777,District 4,4,2014,connecticut,Rep,,H001047,13,,2014,17,5,connecticut,13,1.0000001,,,
jim himes,jim himes,2848,777,District 4,4,2014,connecticut,Rep,,H001047,13,,2014,17,5,connecticut,13,1.0000001,,,
janet peckinpaugh,janet peckinpaugh,8401,778,District 2,2,2010,connecticut,Rep,,,1,,2010,134,3,connecticut,19,0.9999985,,,
jennifer nye,jennifer nye,8773,779,District 1,1,2018,connecticut,Rep,,,1,,2018,120,7,connecticut,14,1.0000001,,,
gerald labriola,"jerry labriola, jr.",8402,780,District 3,3,2010,connecticut,Rep,,,1,,2010,160,4,connecticut,14,0.9257113,,,
joe courtney,joe courtney,2772,781,District 2,2,2020,connecticut,Rep,House,C001069,13,,2020,133,4,connecticut,4,1.0000001,,,
joe courtney,joe courtney,2772,781,District 2,2,2020,connecticut,Rep,House,C001069,13,,2020,133,4,connecticut,4,1.0000001,,,
joe courtney,joe courtney,2772,781,District 2,2,2018,connecticut,Rep,House,C001069,13,,2018,137,9,connecticut,5,1.0000001,,,
joe courtney,joe courtney,2772,781,District 2,2,2018,connecticut,Rep,House,C001069,13,,2018,137,9,connecticut,5,1.0000001,,,
joe courtney,joe courtney,2772,781,District 2,2,2016,connecticut,Rep,House,C001069,13,,2016,156,8,connecticut,1,1.0000001,,,
joe courtney,joe courtney,2772,781,District 2,2,2016,connecticut,Rep,House,C001069,13,,2016,156,8,connecticut,1,1.0000001,,,
joe courtney,joe courtney,2772,781,District 2,2,2014,connecticut,Rep,House,C001069,13,,2014,23,6,connecticut,8,1.0000001,,,
joe courtney,joe courtney,2772,781,District 2,2,2014,connecticut,Rep,House,C001069,13,,2014,23,6,connecticut,8,1.0000001,,,
joseph i. lieberman,joseph i. lieberman,79,782,Class I,0,2006,connecticut,Sen,Senate,L000304,4,,2006,362,7,connecticut,15,1,,,
joe visconti,joe visconti,6768,783,District 1,1,2008,connecticut,Rep,,,1,,2008,19,6,connecticut,5,0.9999987,,,
john b. larson,john b. larson,2883,784,District 1,1,2006,connecticut,Rep,House,L000557,7,,2006,64,5,connecticut,0,1.0000004,,,
john destefano jr.,"john destefano, jr.",9266,785,,0,2006,connecticut,Gov,,,1,,2006,361,6,connecticut,21,0.9968617,,,
john henry decker,john henry decker,5106,786,District 1,1,2012,connecticut,Rep,,,2,,2012,51,9,connecticut,17,0.9999975,,,
john w. olver,john w. olver,13577,787,District 1,1,2008,massachusetts,Rep,,O000085,3,,2008,39,9,massachusetts,5,1,,,
john t. shaban,john shaban,16375,788,District 4,4,2016,connecticut,Rep,,,1,,2016,120,10,connecticut,6,0.9735182,,,
john t. shaban,john shaban,16375,788,District 4,4,2016,connecticut,Rep,,,1,,2016,120,10,connecticut,6,0.9735182,,,
jonathan riddle,jonathan riddle,10961,789,District 4,4,2020,connecticut,Rep,,,0,,2020,105,6,connecticut,6,1,,,
joseph vollano,joseph vollano,15814,790,District 3,3,2006,connecticut,Rep,,,1,,2006,81,8,connecticut,7,1.0000001,,,
justin anderson,justin anderson,11075,791,District 2,2,2020,connecticut,Rep,,,0,,2020,133,7,connecticut,5,1.0000001,,,
linda mcmahon,linda mcmahon,448,792,Class III,0,2010,connecticut,Sen,,,3,,2010,330,10,connecticut,29,0.9999989,,,
lori hopkins-cavanagh,lori hopkins-cavanagh,3433,793,District 2,2,2014,connecticut,Rep,,,2,,2014,23,8,connecticut,5,0.9999998,,,
m. jodi rell,m. jodi rell,8048,794,,0,2006,connecticut,Gov,,,3,,2006,363,9,connecticut,22,0.99999994,,,
manny santos,manny santos,8777,795,District 5,5,2018,connecticut,Rep,,,1,,2018,118,11,connecticut,10,1,,,
manny santos,manny santos,8777,795,District 5,5,2018,connecticut,Rep,,,1,,2018,118,11,connecticut,10,1,,,
margaret streicker,margaret streicker,10399,796,District 3,3,2020,connecticut,Rep,,,0,,2020,141,8,connecticut,15,1,,,
margaret streicker,margaret streicker,10399,796,District 3,3,2020,connecticut,Rep,,,0,,2020,141,8,connecticut,15,1,,,
mark greenberg,mark greenberg,3432,797,District 5,5,2014,connecticut,Rep,,,2,,2014,27,9,connecticut,9,1.0000002,,,
mark greenberg,mark greenberg,3432,797,District 5,5,2014,connecticut,Rep,,,2,,2014,27,9,connecticut,9,1.0000002,,,
mary m. fay,mary fay,11024,798,District 1,1,2020,connecticut,Rep,,,0,,2020,110,9,connecticut,14,0.97734344,,,
matthew m. corey,matthew corey,3430,799,District 1,1,2016,connecticut,Rep,,,3,,2016,122,11,connecticut,15,0.9805733,,,
matthew m. corey,matthew corey,3430,799,District 1,1,2014,connecticut,Rep,,,3,,2014,29,10,connecticut,2,0.9805733,,,
matthew m. corey,matthew corey,3430,799,Class I,0,2018,connecticut,Sen,,,1,,2018,660,12,connecticut,19,0.9805733,,,
nancy l. johnson,nancy l. johnson,10076,800,District 5,5,2006,connecticut,Rep,,J000163,1,,2006,97,10,connecticut,5,0.9999998,,,
edward lamont,ned lamont,433,801,,0,2022,connecticut,Gov,,,0,,2022,597,11,connecticut,20,0.92721504,,,
edward lamont,ned lamont,433,801,,0,2022,connecticut,Gov,,,0,,2022,597,11,connecticut,20,0.92721504,,,
edward lamont,ned lamont,433,801,,0,2022,connecticut,Gov,,,0,,2022,597,11,connecticut,20,0.92721504,,,
nita lowey,nita lowey,2894,802,District 17,17,2018,new york,Rep,,L000480,9,,2018,116,42,new york,34,0.9999991,,,
nita lowey,nita lowey,2894,802,District 17,17,2018,new york,Rep,,L000480,9,,2018,116,42,new york,34,0.9999991,,,
nita lowey,nita lowey,2894,802,District 17,17,2018,new york,Rep,,L000480,9,,2018,116,42,new york,34,0.9999991,,,
nita lowey,nita lowey,2894,802,District 17,17,2012,new york,Rep,,L000480,9,,2012,40,73,new york,5,0.9999991,,,
nita lowey,nita lowey,2894,802,District 17,17,2012,new york,Rep,,L000480,9,,2012,40,73,new york,5,0.9999991,,,
paul m. formica,paul m. formica,5109,803,District 2,2,2012,connecticut,Rep,,,2,,2012,44,15,connecticut,3,0.99999875,,,
richard blumenthal,richard blumenthal,447,804,Class III,0,2016,connecticut,Sen,Senate,B001277,11,,2016,1446,12,connecticut,22,1,,,
richard blumenthal,richard blumenthal,447,804,Class III,0,2016,connecticut,Sen,Senate,B001277,11,,2016,1446,12,connecticut,22,1,,,
richard e. neal,richard e. neal,2932,805,District 2,2,2008,massachusetts,Rep,,N000015,4,,2008,45,14,massachusetts,12,1,,,
robert r. simmons,rob simmons,450,806,District 2,2,2006,connecticut,Rep,,S001152,1,,2006,70,12,connecticut,3,0.94072384,,,
rosa l. delauro,rosa l. delauro,2783,807,District 3,3,2006,connecticut,Rep,House,D000216,5,,2006,82,13,connecticut,9,1,,,
sam s.f. caligiuri,sam caligiuri,8403,808,District 5,5,2010,connecticut,Rep,,,1,,2010,173,14,connecticut,8,0.96503276,,,
sam s.f. caligiuri,sam caligiuri,8403,808,District 5,5,2010,connecticut,Rep,,,1,,2010,173,14,connecticut,8,0.96503276,,,
scott maclean,scott maclean,15812,809,District 1,1,2006,connecticut,Rep,,,1,,2006,64,14,connecticut,1,1,,,
sean p. sullivan,sean patrick sullivan,16364,810,District 2,2,2008,connecticut,Rep,,,1,,2008,48,11,connecticut,0,0.96344805,,,
steve obsitnik,steve obsitnik,5116,811,District 4,4,2012,connecticut,Rep,,,2,,2012,39,19,connecticut,1,0.9999964,,,
wayne a. winsley,wayne winsley,5126,812,District 3,3,2012,connecticut,Rep,,,2,,2012,47,20,connecticut,12,0.94477797,,,
yvette d. clarke,yvette d. clarke,2760,813,District 9,7,2012,new york,Rep,,C001067,1,,2012,2,103,new york,65,0.99999845,,,
yvette d. clarke,yvette d. clarke,2760,813,District 9,7,2012,new york,Rep,,C001067,1,,2012,2,103,new york,65,0.99999845,,,
yvette d. clarke,yvette d. clarke,2760,813,District 11,11,2008,new york,Rep,,C001067,1,,2008,29,62,new york,13,0.99999845,,,
yvette d. clarke,yvette d. clarke,2760,813,District 11,11,2008,new york,Rep,,C001067,1,,2008,29,62,new york,13,0.99999845,,,
christopher a. coons,christopher a. coons,1299,814,Class II,0,2010,delaware,Sen,Senate,C001088,4,,2010,102,1,delaware,9,0.9999983,,,
christine o'donnell,christine o'donnell,456,815,Class II,0,2008,delaware,Sen,,,2,,2008,61,0,delaware,4,0.99999744,,,
dennis r. spivack,dennis spivack,9952,816,District 1,0,2006,delaware,Rep,,,1,,2006,106,0,delaware,2,0.9852347,,,
donna f. edwards,donna edwards,2795,817,District 4,4,2014,maryland,Rep,,E000290,9,,2014,10,11,maryland,0,0.975585,,,
glen urquhart,glen urquhart,8404,819,District 1,0,2010,delaware,Rep,,,1,,2010,208,3,delaware,4,0.99999833,,,
hans reigle,hans reigle,8349,820,District 1,1,2016,delaware,Rep,,,1,,2016,267,1,delaware,3,1.0000001,,,
jack markell,jack markell,8049,821,,0,2012,delaware,Gov,,,10,,2012,59,2,delaware,8,0.99999785,,,
jan ting,jan ting,1729,822,Class I,0,2006,delaware,Sen,,,1,,2006,107,1,delaware,4,1.0000001,,,
joe biden,joe biden,42,823,Class II,0,2008,delaware,Sen,,B000444,1,,2008,110,1,delaware,3,0.9999986,,,
john c. carney jr.,"john carney, jr.",2750,824,District 1,0,2010,delaware,Rep,,C001083,1,,2010,205,5,delaware,0,0.9686669,,,
karen m. hartley-nagle,karen hartley-nagle,11403,825,District 1,0,2008,delaware,Rep,,,1,,2008,39,2,delaware,0,0.9895741,,,
kevin wade,kevin wade,4515,826,Class II,0,2014,delaware,Sen,,,4,,2014,34,3,delaware,4,1.0000004,,,
lauren e. witzke,lauren witzke,11113,827,Class II,0,2020,delaware,Sen,,,0,,2020,239,2,delaware,5,0.98243344,,,
lee murphy,lee murphy,8700,828,District 1,1,2020,delaware,Rep,,,0,,2020,239,3,delaware,1,1,,,
lisa blunt rochester,lisa blunt rochester,8348,829,District 1,1,2020,delaware,Rep,House,B001303,3,,2020,240,4,delaware,3,1,,,
